ags,key,state,type,value
08327,costs_nursing_class_3,Baden-Württemberg,costs,90.52
08327,costs_nursing_class_1,Baden-Württemberg,costs,53.72
08327,costs_nursing_class_2,Baden-Württemberg,costs,69.37
08335,food,Baden-Württemberg,costs,21.75
08335,costs_nursing_class_3,Baden-Württemberg,costs,83.47
08335,costs_nursing_class_1,Baden-Württemberg,costs,51.56
08335,costs_nursing_class_2,Baden-Württemberg,costs,65.61
08336,food,Baden-Württemberg,costs,22.17
08336,costs_nursing_class_3,Baden-Württemberg,costs,89.41
08336,costs_nursing_class_1,Baden-Württemberg,costs,52.99
08336,costs_nursing_class_2,Baden-Württemberg,costs,69.37
08337,food,Baden-Württemberg,costs,21.1
08337,costs_nursing_class_3,Baden-Württemberg,costs,77.44
08337,costs_nursing_class_1,Baden-Württemberg,costs,46.65
08337,costs_nursing_class_2,Baden-Württemberg,costs,60.28
08415,food,Baden-Württemberg,costs,28.99
08415,costs_nursing_class_3,Baden-Württemberg,costs,94.75
08415,costs_nursing_class_1,Baden-Württemberg,costs,58.9
08415,costs_nursing_class_2,Baden-Württemberg,costs,74.76
08416,food,Baden-Württemberg,costs,23.52
08416,costs_nursing_class_3,Baden-Württemberg,costs,94.28
08416,costs_nursing_class_1,Baden-Württemberg,costs,57.56
08416,costs_nursing_class_2,Baden-Württemberg,costs,74.13
08417,food,Baden-Württemberg,costs,22.2
08417,costs_nursing_class_3,Baden-Württemberg,costs,83.94
08417,costs_nursing_class_1,Baden-Württemberg,costs,51.36
08417,costs_nursing_class_2,Baden-Württemberg,costs,66.33
08421,food,Baden-Württemberg,costs,22.01
08421,costs_nursing_class_3,Baden-Württemberg,costs,86.39
08421,costs_nursing_class_1,Baden-Württemberg,costs,53.44
08421,costs_nursing_class_2,Baden-Württemberg,costs,69.01
08425,food,Baden-Württemberg,costs,22.85
08425,costs_nursing_class_3,Baden-Württemberg,costs,87.61
08425,costs_nursing_class_1,Baden-Württemberg,costs,52.74
08425,costs_nursing_class_2,Baden-Württemberg,costs,68.21
08426,food,Baden-Württemberg,costs,22.02
08426,costs_nursing_class_3,Baden-Württemberg,costs,91.0
08426,costs_nursing_class_1,Baden-Württemberg,costs,55.94
08426,costs_nursing_class_2,Baden-Württemberg,costs,71.55
08435,food,Baden-Württemberg,costs,22.41
08435,costs_nursing_class_3,Baden-Württemberg,costs,87.73
08435,costs_nursing_class_1,Baden-Württemberg,costs,53.27
08435,costs_nursing_class_2,Baden-Württemberg,costs,68.8
08436,food,Baden-Württemberg,costs,22.32
08436,costs_nursing_class_3,Baden-Württemberg,costs,88.26
08436,costs_nursing_class_1,Baden-Württemberg,costs,53.01
08436,costs_nursing_class_2,Baden-Württemberg,costs,68.71
08437,food,Baden-Württemberg,costs,22.08
08437,costs_nursing_class_3,Baden-Württemberg,costs,86.8
08437,costs_nursing_class_1,Baden-Württemberg,costs,51.9
08437,costs_nursing_class_2,Baden-Württemberg,costs,67.68
08111,1-bed,Baden-Württemberg,beds,4240.0
08111,4-bed,Baden-Württemberg,beds,0.0
08111,2-bed,Baden-Württemberg,beds,1297.0
08111,3-bed,Baden-Württemberg,beds,0.0
08115,1-bed,Baden-Württemberg,beds,2203.0
08115,4-bed,Baden-Württemberg,beds,0.0
08115,2-bed,Baden-Württemberg,beds,507.0
08115,3-bed,Baden-Württemberg,beds,0.0
08116,1-bed,Baden-Württemberg,beds,2453.0
08116,4-bed,Baden-Württemberg,beds,0.0
08116,2-bed,Baden-Württemberg,beds,1712.0
08116,3-bed,Baden-Württemberg,beds,5.0
08117,1-bed,Baden-Württemberg,beds,1580.0
08117,4-bed,Baden-Württemberg,beds,0.0
08117,2-bed,Baden-Württemberg,beds,718.0
08117,3-bed,Baden-Württemberg,beds,3.0
08118,1-bed,Baden-Württemberg,beds,2889.0
08118,4-bed,Baden-Württemberg,beds,0.0
08118,2-bed,Baden-Württemberg,beds,1241.0
08118,3-bed,Baden-Württemberg,beds,0.0
08119,1-bed,Baden-Württemberg,beds,2558.0
08119,4-bed,Baden-Württemberg,beds,0.0
08119,2-bed,Baden-Württemberg,beds,1389.0
08119,3-bed,Baden-Württemberg,beds,3.0
08121,1-bed,Baden-Württemberg,beds,848.0
08121,4-bed,Baden-Württemberg,beds,0.0
08121,2-bed,Baden-Württemberg,beds,768.0
08121,3-bed,Baden-Württemberg,beds,0.0
08125,1-bed,Baden-Württemberg,beds,2043.0
08125,4-bed,Baden-Württemberg,beds,0.0
08125,2-bed,Baden-Württemberg,beds,1091.0
08125,3-bed,Baden-Württemberg,beds,0.0
08126,1-bed,Baden-Württemberg,beds,765.0
08126,4-bed,Baden-Württemberg,beds,0.0
08126,2-bed,Baden-Württemberg,beds,507.0
08126,3-bed,Baden-Württemberg,beds,0.0
08127,1-bed,Baden-Württemberg,beds,1061.0
08127,4-bed,Baden-Württemberg,beds,0.0
08127,2-bed,Baden-Württemberg,beds,870.0
08127,3-bed,Baden-Württemberg,beds,0.0
08128,1-bed,Baden-Württemberg,beds,1014.0
08128,4-bed,Baden-Württemberg,beds,0.0
08128,2-bed,Baden-Württemberg,beds,564.0
08128,3-bed,Baden-Württemberg,beds,0.0
08135,1-bed,Baden-Württemberg,beds,977.0
08135,4-bed,Baden-Württemberg,beds,0.0
08135,2-bed,Baden-Württemberg,beds,374.0
08135,3-bed,Baden-Württemberg,beds,0.0
08136,1-bed,Baden-Württemberg,beds,2000.0
08136,4-bed,Baden-Württemberg,beds,0.0
08136,2-bed,Baden-Württemberg,beds,977.0
08136,3-bed,Baden-Württemberg,beds,3.0
08211,1-bed,Baden-Württemberg,beds,470.0
08211,4-bed,Baden-Württemberg,beds,0.0
08211,2-bed,Baden-Württemberg,beds,407.0
08211,3-bed,Baden-Württemberg,beds,0.0
08212,1-bed,Baden-Württemberg,beds,1748.0
08212,4-bed,Baden-Württemberg,beds,5.0
08212,2-bed,Baden-Württemberg,beds,1502.0
08212,3-bed,Baden-Württemberg,beds,6.0
08215,1-bed,Baden-Württemberg,beds,2281.0
08215,4-bed,Baden-Württemberg,beds,0.0
08215,2-bed,Baden-Württemberg,beds,2039.0
08215,3-bed,Baden-Württemberg,beds,0.0
08216,1-bed,Baden-Württemberg,beds,918.0
08216,4-bed,Baden-Württemberg,beds,0.0
08216,2-bed,Baden-Württemberg,beds,691.0
08216,3-bed,Baden-Württemberg,beds,0.0
08221,1-bed,Baden-Württemberg,beds,987.0
08221,4-bed,Baden-Württemberg,beds,0.0
08221,2-bed,Baden-Württemberg,beds,114.0
08221,3-bed,Baden-Württemberg,beds,0.0
08222,1-bed,Baden-Württemberg,beds,1632.0
08222,4-bed,Baden-Württemberg,beds,0.0
08222,2-bed,Baden-Württemberg,beds,1486.0
08222,3-bed,Baden-Württemberg,beds,18.0
08225,1-bed,Baden-Württemberg,beds,1043.0
08225,4-bed,Baden-Württemberg,beds,0.0
08225,2-bed,Baden-Württemberg,beds,823.0
08225,3-bed,Baden-Württemberg,beds,0.0
08226,1-bed,Baden-Württemberg,beds,2595.0
08226,4-bed,Baden-Württemberg,beds,0.0
08226,2-bed,Baden-Württemberg,beds,2347.0
08226,3-bed,Baden-Württemberg,beds,0.0
08231,1-bed,Baden-Württemberg,beds,1177.0
08231,4-bed,Baden-Württemberg,beds,0.0
08231,2-bed,Baden-Württemberg,beds,552.0
08231,3-bed,Baden-Württemberg,beds,0.0
08235,1-bed,Baden-Württemberg,beds,1067.0
08235,4-bed,Baden-Württemberg,beds,0.0
08235,2-bed,Baden-Württemberg,beds,638.0
08235,3-bed,Baden-Württemberg,beds,0.0
08236,1-bed,Baden-Württemberg,beds,1053.0
08236,4-bed,Baden-Württemberg,beds,0.0
08236,2-bed,Baden-Württemberg,beds,674.0
08236,3-bed,Baden-Württemberg,beds,6.0
08237,1-bed,Baden-Württemberg,beds,773.0
08237,4-bed,Baden-Württemberg,beds,0.0
08237,2-bed,Baden-Württemberg,beds,714.0
08237,3-bed,Baden-Württemberg,beds,0.0
08311,1-bed,Baden-Württemberg,beds,1439.0
08311,4-bed,Baden-Württemberg,beds,0.0
08311,2-bed,Baden-Württemberg,beds,601.0
08311,3-bed,Baden-Württemberg,beds,3.0
08315,1-bed,Baden-Württemberg,beds,1342.0
08315,4-bed,Baden-Württemberg,beds,0.0
08315,2-bed,Baden-Württemberg,beds,718.0
08315,3-bed,Baden-Württemberg,beds,18.0
08316,1-bed,Baden-Württemberg,beds,777.0
08316,4-bed,Baden-Württemberg,beds,0.0
08316,2-bed,Baden-Württemberg,beds,537.0
08316,3-bed,Baden-Württemberg,beds,0.0
08317,1-bed,Baden-Württemberg,beds,2885.0
08317,4-bed,Baden-Württemberg,beds,0.0
08317,2-bed,Baden-Württemberg,beds,1535.0
08317,3-bed,Baden-Württemberg,beds,0.0
08325,1-bed,Baden-Württemberg,beds,897.0
08325,4-bed,Baden-Württemberg,beds,0.0
08325,2-bed,Baden-Württemberg,beds,394.0
08325,3-bed,Baden-Württemberg,beds,3.0
08326,1-bed,Baden-Württemberg,beds,1417.0
08326,4-bed,Baden-Württemberg,beds,0.0
08326,2-bed,Baden-Württemberg,beds,886.0
08326,3-bed,Baden-Württemberg,beds,0.0
08327,1-bed,Baden-Württemberg,beds,800.0
08327,4-bed,Baden-Württemberg,beds,0.0
08327,2-bed,Baden-Württemberg,beds,324.0
08327,3-bed,Baden-Württemberg,beds,0.0
08335,1-bed,Baden-Württemberg,beds,1802.0
08335,4-bed,Baden-Württemberg,beds,8.0
08335,2-bed,Baden-Württemberg,beds,1007.0
08335,3-bed,Baden-Württemberg,beds,26.0
08336,1-bed,Baden-Württemberg,beds,1163.0
08336,4-bed,Baden-Württemberg,beds,6.0
08336,2-bed,Baden-Württemberg,beds,792.0
08336,3-bed,Baden-Württemberg,beds,0.0
08337,1-bed,Baden-Württemberg,beds,860.0
08337,4-bed,Baden-Württemberg,beds,0.0
08337,2-bed,Baden-Württemberg,beds,798.0
08337,3-bed,Baden-Württemberg,beds,0.0
08415,1-bed,Baden-Württemberg,beds,1619.0
08415,4-bed,Baden-Württemberg,beds,0.0
08415,2-bed,Baden-Württemberg,beds,551.0
08415,3-bed,Baden-Württemberg,beds,0.0
08416,1-bed,Baden-Württemberg,beds,1111.0
08416,4-bed,Baden-Württemberg,beds,0.0
08416,2-bed,Baden-Württemberg,beds,331.0
08416,3-bed,Baden-Württemberg,beds,0.0
08417,1-bed,Baden-Württemberg,beds,1056.0
08417,4-bed,Baden-Württemberg,beds,0.0
08417,2-bed,Baden-Württemberg,beds,549.0
08417,3-bed,Baden-Württemberg,beds,0.0
08421,1-bed,Baden-Württemberg,beds,910.0
08421,4-bed,Baden-Württemberg,beds,0.0
08421,2-bed,Baden-Württemberg,beds,462.0
08421,3-bed,Baden-Württemberg,beds,0.0
08425,1-bed,Baden-Württemberg,beds,1252.0
08425,4-bed,Baden-Württemberg,beds,0.0
08425,2-bed,Baden-Württemberg,beds,204.0
08425,3-bed,Baden-Württemberg,beds,0.0
08426,1-bed,Baden-Württemberg,beds,1168.0
08426,4-bed,Baden-Württemberg,beds,0.0
08426,2-bed,Baden-Württemberg,beds,422.0
08426,3-bed,Baden-Württemberg,beds,0.0
08435,1-bed,Baden-Württemberg,beds,1103.0
08435,4-bed,Baden-Württemberg,beds,0.0
08435,2-bed,Baden-Württemberg,beds,520.0
08435,3-bed,Baden-Württemberg,beds,0.0
08436,1-bed,Baden-Württemberg,beds,1835.0
08436,4-bed,Baden-Württemberg,beds,0.0
08436,2-bed,Baden-Württemberg,beds,692.0
08436,3-bed,Baden-Württemberg,beds,0.0
08437,1-bed,Baden-Württemberg,beds,657.0
08437,4-bed,Baden-Württemberg,beds,0.0
08437,2-bed,Baden-Württemberg,beds,337.0
08437,3-bed,Baden-Württemberg,beds,0.0
08111,social_care,Baden-Württemberg,personal,122.0
08111,total_personnel,Baden-Württemberg,personal,4845.0
08111,other_care,Baden-Württemberg,personal,227.0
08111,nursing_and_care,Baden-Württemberg,personal,3384.0
08111,fully_employed,Baden-Württemberg,personal,1721.0
08115,social_care,Baden-Württemberg,personal,85.0
08115,total_personnel,Baden-Württemberg,personal,2694.0
08115,other_care,Baden-Württemberg,personal,122.0
08115,nursing_and_care,Baden-Württemberg,personal,1796.0
08115,fully_employed,Baden-Württemberg,personal,589.0
08116,social_care,Baden-Württemberg,personal,95.0
08116,total_personnel,Baden-Württemberg,personal,3384.0
08116,other_care,Baden-Württemberg,personal,153.0
08116,nursing_and_care,Baden-Württemberg,personal,2370.0
08116,fully_employed,Baden-Württemberg,personal,1178.0
08117,social_care,Baden-Württemberg,personal,44.0
08117,total_personnel,Baden-Württemberg,personal,2049.0
08117,other_care,Baden-Württemberg,personal,82.0
08117,nursing_and_care,Baden-Württemberg,personal,1418.0
08117,fully_employed,Baden-Württemberg,personal,557.0
08118,social_care,Baden-Württemberg,personal,126.0
08118,total_personnel,Baden-Württemberg,personal,3710.0
08118,other_care,Baden-Württemberg,personal,172.0
08118,nursing_and_care,Baden-Württemberg,personal,2588.0
08118,fully_employed,Baden-Württemberg,personal,982.0
08119,social_care,Baden-Württemberg,personal,122.0
08119,total_personnel,Baden-Württemberg,personal,3385.0
08119,other_care,Baden-Württemberg,personal,151.0
08119,nursing_and_care,Baden-Württemberg,personal,2355.0
08119,fully_employed,Baden-Württemberg,personal,952.0
08121,social_care,Baden-Württemberg,personal,68.0
08121,total_personnel,Baden-Württemberg,personal,1194.0
08121,other_care,Baden-Württemberg,personal,59.0
08121,nursing_and_care,Baden-Württemberg,personal,772.0
08121,fully_employed,Baden-Württemberg,personal,391.0
08125,social_care,Baden-Württemberg,personal,66.0
08125,total_personnel,Baden-Württemberg,personal,2502.0
08125,other_care,Baden-Württemberg,personal,108.0
08125,nursing_and_care,Baden-Württemberg,personal,1727.0
08125,fully_employed,Baden-Württemberg,personal,829.0
08126,social_care,Baden-Württemberg,personal,18.0
08126,total_personnel,Baden-Württemberg,personal,1084.0
08126,other_care,Baden-Württemberg,personal,59.0
08126,nursing_and_care,Baden-Württemberg,personal,727.0
08126,fully_employed,Baden-Württemberg,personal,230.0
08127,social_care,Baden-Württemberg,personal,46.0
08127,total_personnel,Baden-Württemberg,personal,1591.0
08127,other_care,Baden-Württemberg,personal,74.0
08127,nursing_and_care,Baden-Württemberg,personal,1118.0
08127,fully_employed,Baden-Württemberg,personal,441.0
08128,social_care,Baden-Württemberg,personal,44.0
08128,total_personnel,Baden-Württemberg,personal,1541.0
08128,other_care,Baden-Württemberg,personal,72.0
08128,nursing_and_care,Baden-Württemberg,personal,959.0
08128,fully_employed,Baden-Württemberg,personal,416.0
08135,social_care,Baden-Württemberg,personal,53.0
08135,total_personnel,Baden-Württemberg,personal,1245.0
08135,other_care,Baden-Württemberg,personal,52.0
08135,nursing_and_care,Baden-Württemberg,personal,801.0
08135,fully_employed,Baden-Württemberg,personal,250.0
08136,social_care,Baden-Württemberg,personal,71.0
08136,total_personnel,Baden-Württemberg,personal,2873.0
08136,other_care,Baden-Württemberg,personal,106.0
08136,nursing_and_care,Baden-Württemberg,personal,1989.0
08136,fully_employed,Baden-Württemberg,personal,618.0
08211,social_care,Baden-Württemberg,personal,34.0
08211,total_personnel,Baden-Württemberg,personal,857.0
08211,other_care,Baden-Württemberg,personal,29.0
08211,nursing_and_care,Baden-Württemberg,personal,494.0
08211,fully_employed,Baden-Württemberg,personal,336.0
08212,social_care,Baden-Württemberg,personal,83.0
08212,total_personnel,Baden-Württemberg,personal,2942.0
08212,other_care,Baden-Württemberg,personal,111.0
08212,nursing_and_care,Baden-Württemberg,personal,1984.0
08212,fully_employed,Baden-Württemberg,personal,967.0
08215,social_care,Baden-Württemberg,personal,104.0
08215,total_personnel,Baden-Württemberg,personal,3715.0
08215,other_care,Baden-Württemberg,personal,173.0
08215,nursing_and_care,Baden-Württemberg,personal,2425.0
08215,fully_employed,Baden-Württemberg,personal,1126.0
08216,social_care,Baden-Württemberg,personal,42.0
08216,total_personnel,Baden-Württemberg,personal,1500.0
08216,other_care,Baden-Württemberg,personal,79.0
08216,nursing_and_care,Baden-Württemberg,personal,1001.0
08216,fully_employed,Baden-Württemberg,personal,498.0
08221,social_care,Baden-Württemberg,personal,44.0
08221,total_personnel,Baden-Württemberg,personal,1025.0
08221,other_care,Baden-Württemberg,personal,32.0
08221,nursing_and_care,Baden-Württemberg,personal,649.0
08221,fully_employed,Baden-Württemberg,personal,332.0
08222,social_care,Baden-Württemberg,personal,56.0
08222,total_personnel,Baden-Württemberg,personal,2366.0
08222,other_care,Baden-Württemberg,personal,91.0
08222,nursing_and_care,Baden-Württemberg,personal,1560.0
08222,fully_employed,Baden-Württemberg,personal,864.0
08225,social_care,Baden-Württemberg,personal,71.0
08225,total_personnel,Baden-Württemberg,personal,1674.0
08225,other_care,Baden-Württemberg,personal,66.0
08225,nursing_and_care,Baden-Württemberg,personal,1097.0
08225,fully_employed,Baden-Württemberg,personal,454.0
08226,social_care,Baden-Württemberg,personal,143.0
08226,total_personnel,Baden-Württemberg,personal,4500.0
08226,other_care,Baden-Württemberg,personal,179.0
08226,nursing_and_care,Baden-Württemberg,personal,2929.0
08226,fully_employed,Baden-Württemberg,personal,1544.0
08231,social_care,Baden-Württemberg,personal,33.0
08231,total_personnel,Baden-Württemberg,personal,1375.0
08231,other_care,Baden-Württemberg,personal,72.0
08231,nursing_and_care,Baden-Württemberg,personal,954.0
08231,fully_employed,Baden-Württemberg,personal,419.0
08235,social_care,Baden-Württemberg,personal,108.0
08235,total_personnel,Baden-Württemberg,personal,1430.0
08235,other_care,Baden-Württemberg,personal,58.0
08235,nursing_and_care,Baden-Württemberg,personal,906.0
08235,fully_employed,Baden-Württemberg,personal,450.0
08236,social_care,Baden-Württemberg,personal,60.0
08236,total_personnel,Baden-Württemberg,personal,1971.0
08236,other_care,Baden-Württemberg,personal,88.0
08236,nursing_and_care,Baden-Württemberg,personal,1210.0
08236,fully_employed,Baden-Württemberg,personal,406.0
08237,social_care,Baden-Württemberg,personal,48.0
08237,total_personnel,Baden-Württemberg,personal,1309.0
08237,other_care,Baden-Württemberg,personal,48.0
08237,nursing_and_care,Baden-Württemberg,personal,822.0
08237,fully_employed,Baden-Württemberg,personal,489.0
08311,social_care,Baden-Württemberg,personal,87.0
08311,total_personnel,Baden-Württemberg,personal,1963.0
08311,other_care,Baden-Württemberg,personal,73.0
08311,nursing_and_care,Baden-Württemberg,personal,1288.0
08311,fully_employed,Baden-Württemberg,personal,378.0
08315,social_care,Baden-Württemberg,personal,63.0
08315,total_personnel,Baden-Württemberg,personal,1866.0
08315,other_care,Baden-Württemberg,personal,83.0
08315,nursing_and_care,Baden-Württemberg,personal,1208.0
08315,fully_employed,Baden-Württemberg,personal,536.0
08316,social_care,Baden-Württemberg,personal,42.0
08316,total_personnel,Baden-Württemberg,personal,1256.0
08316,other_care,Baden-Württemberg,personal,61.0
08316,nursing_and_care,Baden-Württemberg,personal,839.0
08316,fully_employed,Baden-Württemberg,personal,299.0
08317,social_care,Baden-Württemberg,personal,149.0
08317,total_personnel,Baden-Württemberg,personal,4410.0
08317,other_care,Baden-Württemberg,personal,162.0
08317,nursing_and_care,Baden-Württemberg,personal,2862.0
08317,fully_employed,Baden-Württemberg,personal,1133.0
08325,social_care,Baden-Württemberg,personal,73.0
08325,total_personnel,Baden-Württemberg,personal,1286.0
08325,other_care,Baden-Württemberg,personal,60.0
08325,nursing_and_care,Baden-Württemberg,personal,823.0
08325,fully_employed,Baden-Württemberg,personal,364.0
08326,social_care,Baden-Württemberg,personal,51.0
08326,total_personnel,Baden-Württemberg,personal,1910.0
08326,other_care,Baden-Württemberg,personal,86.0
08326,nursing_and_care,Baden-Württemberg,personal,1294.0
08326,fully_employed,Baden-Württemberg,personal,647.0
08327,social_care,Baden-Württemberg,personal,41.0
08327,total_personnel,Baden-Württemberg,personal,1055.0
08327,other_care,Baden-Württemberg,personal,39.0
08327,nursing_and_care,Baden-Württemberg,personal,690.0
08327,fully_employed,Baden-Württemberg,personal,285.0
08335,social_care,Baden-Württemberg,personal,71.0
08335,total_personnel,Baden-Württemberg,personal,2453.0
08335,other_care,Baden-Württemberg,personal,103.0
08335,nursing_and_care,Baden-Württemberg,personal,1654.0
08335,fully_employed,Baden-Württemberg,personal,684.0
08336,social_care,Baden-Württemberg,personal,56.0
08336,total_personnel,Baden-Württemberg,personal,1977.0
08336,other_care,Baden-Württemberg,personal,94.0
08336,nursing_and_care,Baden-Württemberg,personal,1220.0
08336,fully_employed,Baden-Württemberg,personal,638.0
08337,social_care,Baden-Württemberg,personal,40.0
08337,total_personnel,Baden-Württemberg,personal,1400.0
